X1	Y1	P1	X2	Y2	P2
729.56	732.16	732.75	733.34	737.14	737.66
736.83	738.83	742.05	743.48	743.57	743.34
742.39	739.83	738.06	736.21	736.26	736.63
737.16	738.59	741.97	742.94	745.35	746.35
747.74	748.05	748.35	748.66	748.96	747.96
748.00	748.04	748.09	748.13	746.41	745.31
744.33	743.06	742.34	742.02	741.95	743.14
743.94	745.37	747.22	747.93	749.61	750.51
751.46	752.13	753.12	753.89	754.75	755.11
755.49	755.87	756.16	756.52	757.27	758.47
760.18	761.26	762.88	765.46	767.21	769.82
772.29	774.26	775.52	776.98	777.47	777.57
777.54	777.65	777.94	776.60	774.70	772.08
769.91	768.54	765.62	763.39	761.63	757.66
755.46	753.77	751.90	749.35	748.48	749.32
749.63	747.62	745.51	744.23	741.72	737.82
736.21	734.85	734.43	735.29	735.86	736.71
736.33	736.88	737.41	738.57	739.13	740.24
740.96	741.77	742.84	743.19	744.20	744.89
745.57	746.26	746.82	747.06	747.74	747.72
747.80	747.38	748.33	749.17	750.65	752.58
754.31	755.74	757.18	757.87	758.56	759.26
760.78	763.42	765.19	767.25	769.73	772.10
774.03	775.57	778.11	780.21	782.54	784.08
786.27	788.17	788.55	787.91	786.99	785.89
784.76	783.70	782.51	781.35	780.10	778.76
777.18	775.59	774.14	771.10	768.90	766.71
765.06	764.00	762.35	760.78	758.13	755.63
752.52	749.63	746.04	744.37	741.86	740.87
740.16	739.15	738.20	737.35	736.33	734.83
735.22	736.08	736.77	736.94	737.06	736.98
736.02	734.56	733.93	733.08	731.51	730.79
733.09	734.17	732.78	733.88	732.94	734.03
736.61	738.73	740.90	741.45	741.22	741.65
741.52	739.66	738.36	741.01	742.38	746.55
750.97	752.30	756.38	759.00	761.62	764.24
766.86	769.48	771.75	774.05	775.91	778.11
780.78	782.44	785.50	787.35	789.89	791.41
794.19	796.05	797.13	799.05	800.88	802.67
806.09	810.25	813.75	816.75	820.08	823.81
826.82	829.60	831.66	834.19	836.50	840.03
843.04	845.83	848.53	851.32	854.06	856.61
859.06	860.74	862.99	864.69	866.29	867.98
869.94	871.09	873.43	875.11	876.77	879.00
881.11	882.94	884.53	885.67	887.08	888.47
889.86	891.13	892.70	894.36	895.38	896.26
897.12	898.57	899.99	901.77	903.47	905.13
906.81	908.80	911.17	913.47	915.59	917.54
919.17	921.23	922.96	924.86	926.46	928.37
929.90	931.40	932.36	933.57	934.46	935.44
935.92	936.28	936.61	936.63	936.81	936.76
937.26	937.61	937.86	938.47	938.62	938.59
938.10	940.30	940.50	942.57	945.37	947.04
948.08	952.89	955.21	952.12	948.09	946.43
945.08	942.07	940.92	940.85	939.91	938.26
937.92	936.52	933.27	931.63	930.62	929.33
927.10	925.60	925.00	923.66	921.90	920.66
919.40	918.39	917.58	916.43	915.47	915.03
914.27	913.86	913.36	912.70	912.10	911.31
910.56	909.05	906.69	904.26	902.56	900.09
897.94	896.19	894.68	892.78	890.84	889.27
888.11	886.90	884.97	882.32	880.25	878.16
875.32	872.01	869.20	866.76	864.86	863.07
861.40	859.96	858.27	856.48	854.86	852.97
850.51	847.45	845.20	842.45	840.14	836.94
835.05	832.68	829.87	826.78	824.49	822.23
819.14	816.99	814.66	811.82	809.24	806.88
803.16	799.97	797.11	792.76	788.94	784.10
778.25	774.60	771.22	766.96	765.37	765.61
762.35	757.30	754.83	752.16	751.03	749.11
747.44	746.66	747.97	748.66	750.42	751.06
751.82	753.52	753.73	754.43	756.12	758.79
760.57	763.73	766.41	768.95	770.68	771.90
774.30	776.97	779.09	781.03	783.08	784.68
786.68	789.48	791.47	793.12	795.47	797.90
800.23	802.21	804.39	806.87	808.21	809.65
811.67	813.67	815.04	815.94	817.93	819.73
820.67	822.24	823.85	825.39	827.02	828.43
829.64	831.13	832.51	833.69	834.68	835.96
836.92	838.61	841.51	843.83	846.51	849.29
851.86	854.12	855.91	858.63	861.63	864.24
866.81	869.38	871.95	874.75	876.84	878.61
880.82	883.17	885.14	886.80	888.47	889.76
891.59	893.03	894.40	895.76	897.32	898.35
899.40	900.52	901.57	902.54	903.61	904.38
905.44	906.97	907.92	908.43	908.70	909.24
909.21	908.76	908.40	908.13	908.03	907.99
908.04	908.24	908.44	908.29	907.97	907.80
907.85	907.86	907.28	906.41	906.24	906.25
905.90	905.54	905.25	905.29	905.17	904.91
904.68	904.39	903.52	901.35	898.61	896.14
893.57	890.02	887.22	884.65	880.99	877.88
875.64	872.54	869.11	867.06	864.37	861.52
857.93	855.75	851.68	847.93	844.79	841.51
836.66	833.59	831.16	827.95	824.55	822.81
820.34	817.34	815.09	815.58	816.22	818.16
820.95	821.57	822.92	825.28	826.70	828.11
829.53	831.35	835.35	837.51	839.20	840.26
842.14	842.97	844.63	844.88	845.28	846.11
847.13	848.29	849.43	850.68	852.20	854.06
856.05	857.66	858.47	859.74	861.11	862.57
863.96	865.14	866.39	867.54	868.93	869.95
871.44	872.68	873.32	874.05	875.35	876.58
877.72	878.76	879.96	880.99	882.01	883.77
885.77	887.45	888.79	890.64	892.57	894.29
895.89	897.73	899.04	900.91	902.43	903.61
904.58	906.19	907.39	907.97	908.45	909.31
910.21	911.34	912.61	914.08	914.60	913.59
911.96	910.41	909.12	908.16	907.47	906.75
906.36	906.04	905.65	904.33	902.53	901.44
899.42	897.09	894.80	893.12	891.63	889.39
886.16	883.40	881.19	878.97	876.92	875.21
872.77	870.30	868.53	866.12	863.78	862.26
861.07	859.52	858.40	857.44	857.02	856.40
854.54	852.19	850.43	848.76	846.64	845.20
844.27	842.17	839.73	837.42	833.62	829.10
824.86	818.46	813.92	808.20	801.51	796.89
790.74	786.72	782.17	776.21	772.37	766.66
764.29	762.92	761.86	762.03	766.08	763.23
759.59	758.15	753.00	748.54	746.27	746.36
746.03	746.22	746.71	745.96	747.30	747.83
747.47	747.64	748.72	749.64	749.81	749.31
749.50	749.47	749.45	749.43	750.60	752.16
756.51	759.09	761.26	763.10	764.22	766.84
768.55	770.65	772.11	773.69	774.94	776.66
777.31	779.05	780.56	781.89	783.46	785.34
787.10	788.46	789.41	790.17	790.92	791.68
792.39	792.90	793.40	793.88	794.38	794.79
795.26	795.70	796.06	796.25	796.60	797.15
797.32	797.55	797.77	798.19	798.31	798.42
798.67	798.81	799.10	799.14	799.25	799.39
801.40	803.13	805.42	806.27	806.98	808.05
808.86	809.56	810.13	811.22	811.97	812.83
813.30	813.98	814.49	815.26	815.92	815.10
812.88	810.28	806.33	803.34	801.00	798.82
796.99	794.25	792.74	791.43	789.70	788.18
787.07	785.58	784.42	783.32	781.38	779.87
775.83	773.86	770.53	768.71	766.73	764.63
762.62	760.97	759.38	757.53	756.08	754.95
752.87	750.59	747.20	741.45	735.36	730.36
726.06	719.73	714.35	708.70	702.75	696.11
688.94	682.16	675.02	665.91	659.40	651.50
643.13	636.04	627.01	618.85	609.53	601.00
592.53	581.90	572.46	562.97	552.36	542.47
532.77	524.63	516.58	509.31	502.03	494.19
488.19	481.38	475.05	469.26	463.14	456.97
451.35	445.51	438.92	432.63	426.69	420.34
414.59	408.44	402.77	397.50	392.88	387.24
383.31	378.39	374.47	369.97	366.33	362.79
359.73	355.95	352.52	349.21	345.89	342.57
339.95	337.26	334.53	332.13	329.55	326.97
324.51	323.31	320.98	319.67	319.33	318.74
318.32	318.23	317.19	313.80	309.70	306.35
302.83	299.79	297.09	294.62	293.17	292.67
293.78	296.55	297.92	300.78	305.02	307.49
310.63	313.77	316.92	320.06	321.62	323.90
328.12	331.82	333.58	335.70	337.93	340.66
342.36	343.46	345.99	347.68	348.81	349.99
350.92	352.26	353.30	354.92	355.51	356.27
355.20	352.61	350.49	347.62	346.43	343.57
340.62	337.02	333.40	330.86	328.59	326.41
325.05	323.92	323.28	322.38	321.88	321.38
320.99	320.53	320.23	320.27	319.59	318.57
317.39	316.20	315.07	314.32	313.97	314.53
318.50	323.38	328.70	337.94	347.62	358.16
366.97	374.54	384.25	401.19	415.96	430.52
443.67	456.55	467.25	477.76	488.12	496.63
505.99	514.83	522.38	529.36	535.41	541.52
547.16	552.55	557.76	562.85	567.38	572.18
576.28	581.01	584.93	588.64	592.08	595.78
599.51	602.79	605.71	609.50	612.52	617.16
622.13	628.68	635.07	641.35	647.47	653.43
660.00	665.66	670.28	675.54	680.07	684.35
689.00	693.13	696.60	700.60	703.79	707.08
709.49	713.44	719.27	725.08	729.92	735.93
741.69	746.76	752.50	757.97	762.52	766.24
767.95	769.29	770.66	771.64	772.39	772.43
772.93	773.52	773.70	773.31	773.61	774.01
773.79	773.81	774.33	774.97	775.77	776.58
777.36	778.01	778.87	779.57	780.37	781.08
782.11	783.21	783.63	783.67	784.15	784.47
784.78	785.15	785.45	785.82	785.92	786.26
786.52	787.16	788.86	788.96	788.43	788.64
788.65	788.71	788.80	788.97	789.22	788.09
787.42	787.58	786.74	786.04	785.08	784.71
784.45	784.58	784.36	784.33	784.33	784.45
784.87	785.23	786.78	788.33	789.67	791.54
793.39	794.97	797.38	800.47	802.47	804.75
806.82	808.69	810.78	812.65	814.46	816.19
817.90	819.41	820.46	819.53	817.64	815.96
814.23	810.90	806.50	801.01	797.06	793.82
790.47	787.91	785.22	783.37	780.87	779.87
779.05	777.48	776.48	775.05	771.35	766.33
762.12	757.06	754.22	752.40	749.89	746.30
742.71	739.61	733.96	726.85	721.76	720.74
720.10	719.37	720.07	725.52	729.23	728.67
729.86	732.12	735.63	736.30	736.81	737.98
738.07	737.39	738.71	741.46	743.72	747.12
749.54	752.17	754.80	757.17	759.27	761.59
764.45	767.34	771.66	775.79	779.96	784.93
789.36	793.03	796.10	799.02	801.23	802.96
804.68	805.92	806.86	808.18	810.33	811.94
813.51	815.37	817.47	819.49	821.84	824.24
826.60	828.75	831.02	833.24	835.61	838.81
842.14	846.13	849.79	853.06	856.39	859.07
861.89	864.47	867.21	870.22	874.68	878.95
882.85	886.61	890.00	893.29	895.79	897.65
898.78	898.94	898.00	896.84	895.59	895.01
894.64	892.33	889.53	886.77	884.02	881.26
877.99	875.68	873.61	871.67	869.64	866.63
865.65	864.67	863.03	861.90	861.26	859.52
857.11	855.49	853.14	849.57	846.63	843.74
839.74	836.45	832.33	827.10	824.08	820.06
814.92	812.05	808.20	803.92	801.28	797.72
794.20	790.42	785.57	783.27	779.23	775.96
773.39	774.91	774.61	772.82	772.88	776.29
778.01	780.04	779.70	778.85	777.05	776.30
775.36	774.17	773.20	772.27	773.41	773.22
773.85	775.57	777.51	779.73	782.21	784.36
785.85	787.74	789.34	790.21	792.20	794.50
797.10	799.21	801.97	804.51	806.18	808.66
811.31	814.01	815.80	816.90	818.42	819.73
821.35	823.01	824.69	826.38	827.88	829.77
831.45	832.89	834.46	836.59	838.08	840.14
842.34	844.07	845.86	847.52	848.91	850.83
852.40	854.02	855.21	856.96	858.33	860.51
863.26	865.15	867.46	870.04	872.35	874.36
876.52	878.56	880.71	882.48	884.04	885.53
887.02	887.98	888.27	888.66	889.88	890.85
891.65	892.35	893.50	894.70	895.75	896.93
897.77	898.76	900.06	900.96	901.60	902.19
903.14	904.13	904.79	906.60	909.39	912.33
914.92	917.68	919.34	919.33	919.15	919.08
919.36	918.62	915.86	912.87	910.54	908.76
907.52	906.46	905.95	905.43	905.17	904.67
903.34	902.49	902.01	900.84	899.14	897.70
896.55	895.36	893.39	891.58	890.31	888.54
885.34	883.10	881.11	879.07	875.67	873.64
871.42	867.76	864.40	862.48	859.39	855.66
853.53	850.88	846.82	844.26	842.26	838.77
836.48	835.44	833.96	831.90	828.60	827.29
828.56	830.52	832.46	834.84	835.08	834.45
838.24	841.20	843.73	847.13	849.92	851.37
851.96	853.70	855.44	857.18	858.63	859.01
859.21	860.13	860.99	861.29	861.83	862.81
863.68	864.83	865.64	866.90	868.20	869.93
871.58	873.03	874.81	876.07	877.38	878.43
879.61	880.51	881.51	882.55	884.54	887.11
889.76	892.11	894.16	897.17	899.65	901.88
904.11	906.21	908.75	910.27	911.87	913.36
914.72	915.79	917.51	918.67	919.66	920.91
923.66	924.65	925.16	925.71	925.95	926.33
926.45	925.59	924.07	923.00	922.45	922.02
921.44	920.36	919.37	918.89	918.64	918.29
917.88	916.30	914.52	913.18	911.50	909.34
907.28	905.66	903.51	901.35	899.66	898.29
897.06	895.94	894.80	892.80	890.31	888.45
885.71	882.15	879.41	876.74	874.45	872.45
870.41	868.91	867.06	865.35	863.82	860.64
857.47	855.12	852.01	848.65	846.28	843.35
841.75	839.45	837.69	836.48	835.72	835.51
834.87	834.36	834.20	834.54	834.09	833.51
833.86	834.05	833.59	833.07	832.36	831.63
830.97	830.51	829.00	825.58	822.14	819.92
815.10	810.83	806.84	801.27	796.92	793.24
788.86	786.84	782.92	779.22	776.65	775.77
773.89	771.80	770.18	769.48	770.56	772.95
773.87	774.13	774.20	775.00	774.82	774.94
774.70	774.74	775.53	776.84	776.74	779.08
781.92	784.77	787.61	791.40	795.21	798.35
800.45	800.83	800.44	800.46	798.66	797.01
795.79	794.84	793.99	793.99	792.87	791.23
790.31	786.82	783.24	779.21	774.84	770.38
765.92	761.46	757.00	753.00	751.00	751.00
748.46	747.54	745.98	745.73	745.41	745.27
747.39	748.25	747.47	745.91	745.72	743.48
741.25	739.70	736.86	735.52	733.79	733.07
732.35	731.63	731.62	732.47	733.50	732.86
733.43	733.83	734.70	735.06	734.84	734.91
735.65	735.68	736.35	737.09	737.84	738.58
738.63	737.25	734.72	732.58	731.68	731.49
731.61	732.69	734.25	734.60	734.56	733.82
732.86	731.97	733.55	734.50	735.45	736.52
737.53	737.10	738.37	740.06	742.22	743.17
744.12	744.74	745.11	745.76	745.42	747.40
747.18	746.45	747.24	747.33	747.36	747.83
747.43	746.61	747.57	746.79	744.45	745.23
744.45	744.77	745.72	745.21	744.70	744.19
743.68	744.86	745.94	747.01	748.09	749.76
751.23	751.50	751.06	748.02	747.89	747.76
747.63	747.50	747.37	747.24	747.11	746.98
746.75	746.23	743.87	741.60	739.47	736.50
735.24	734.60	733.70	732.58	731.02	730.52
729.31	727.85	727.47	725.61	726.80	728.53
731.57	735.67	736.56	741.06	742.34	744.66
748.76	751.69	756.20	759.83	763.89	768.21
772.65	777.23	784.05	788.39	794.78	799.81
804.33	810.87	814.67	820.84	825.58	830.24
833.48	834.42	833.05	831.11	829.87	826.94
824.34	818.96	815.16	809.81	803.46	797.83
791.59	787.34	784.77	782.21	779.64	781.33
782.22	782.42	783.26	782.40	779.96	779.06
778.58	779.08	778.34	777.59	776.85	776.11
775.37	774.63	773.88	774.36	774.59	775.98
775.77	775.77	777.42	778.47	779.36	780.26
780.47	781.61	783.86	785.53	787.12	788.40
789.44	791.17	793.75	795.61	797.28	799.14
800.10	801.52	802.96	804.57	806.04	808.25
809.80	812.73	815.26	817.96	820.58	822.26
824.12	826.97	829.40	831.68	833.64	836.08
838.58	841.08	843.51	845.33	847.88	850.08
852.14	853.78	853.93	855.55	855.84	857.17
859.13	861.39	863.29	865.32	867.86	870.29
872.92	875.65	878.20	880.61	883.17	884.99
886.09	887.83	889.71	891.22	892.85	894.80
896.43	897.53	899.11	900.76	901.91	903.01
904.40	906.01	907.53	908.66	909.67	910.64
911.87	913.27	914.26	915.21	915.91	916.66
917.42	917.92	918.42	918.76	918.88	919.08
919.57	920.08	920.55	920.88	921.15	921.24
921.54	921.56	921.53	921.52	921.40	921.54
921.77	921.88	922.01	922.08	921.97	922.06
921.92	921.72	921.62	921.14	919.74	917.55
915.00	912.10	909.19	906.07	903.88	901.62
899.56	897.18	895.89	894.61	893.40	891.95
890.83	889.69	887.38	885.67	884.30	882.50
881.06	880.20	879.05	877.77	876.93	876.28
875.26	874.52	874.26	874.40	874.14	874.00
874.02	873.88	874.05	873.24	872.07	870.92
868.95	867.60	865.36	862.98	860.83	857.75
854.70	851.61	848.04	843.40	839.53	836.13
830.90	827.38	823.43	819.00	813.20	808.37
801.91	795.12	786.40	780.86	774.87	770.17
765.40	762.92	759.02	756.85	755.06	753.88
752.08	750.42	749.74	748.17	745.33	742.04
739.35	736.78	736.77	739.01	740.51	738.84
738.01	736.10	730.85	723.45	714.49	708.62
701.17	694.64	692.90	692.90	693.61	695.19
696.50	697.56	700.78	701.42	700.84	701.51
702.94	706.22	709.19	710.87	713.66	716.19
717.57	719.89	720.67	721.25	722.58	724.76
726.84	730.40	733.57	737.47	740.45	742.86
745.06	746.57	748.09	749.60	750.52	752.85
754.57	756.37	762.01	768.42	772.88	775.32
776.49	777.33	778.01	778.73	782.17	777.66
775.70	773.70	773.78	774.14	774.26	774.38
775.21	775.48	777.25	778.81	781.25	783.69
786.13	788.58	788.78	789.11	789.11	789.80
790.10	790.52	791.95	792.74	793.03	793.37
794.00	793.89	794.00	795.92	796.84	799.60
803.28	805.92	808.99	812.05	815.84	818.53
821.60	825.38	827.95	830.66	833.11	835.85
837.60	839.04	840.03	840.16	840.46	841.31
842.72	844.37	846.21	846.36	848.71	852.50
854.45	856.89	859.88	862.92	865.21	866.23
866.91	867.47	868.50	869.45	870.19	871.07
871.11	871.41	872.38	872.90	874.43	875.30
876.42	877.38	879.32	880.23	881.31	882.65
882.78	883.00	882.46	881.91	880.16	878.83
877.50	876.34	874.25	872.40	870.89	870.14
869.68	869.58	869.44	868.87	868.46	867.45
867.13	866.56	866.40	866.18	866.11	865.92
865.49	865.03	864.19	863.24	862.64	861.70
861.57	861.45	861.32	861.19	860.00	859.62
859.25	858.87	858.29	860.43	860.31	860.18
860.05	861.38	862.74	863.53	864.00	864.69
864.60	863.95	862.50	860.52	859.12	858.15
856.88	855.03	853.56	852.12	849.71	848.71
848.46	847.99	846.39	844.78	843.92	842.33
840.55	839.25	838.09	836.21	834.04	832.73
831.52	829.13	827.56	826.96	825.45	823.37
822.10	820.13	817.47	814.50	812.40	809.19
805.10	802.10	798.95	795.27	792.20	788.95
786.74	784.61	782.41	778.82	773.35	766.59
758.58	754.70	748.87	744.69	740.34	736.70
734.08	733.54	735.95	736.62	739.54	741.37
743.93	744.30	744.21	744.08	744.15	742.75
740.57	738.07	737.29	736.44	734.17	732.69
729.77	729.61	733.67	736.27	738.08	738.99
740.79	740.36	740.02	741.31	742.09	743.59
745.41	747.49	749.49	752.83	755.50	757.62
759.66	762.81	766.67	769.72	772.78	777.35
780.66	784.23	787.68	791.49	794.58	796.97
799.73	802.15	804.45	806.24	808.16	809.53
810.90	812.18	813.33	814.25	815.12	816.27
817.40	818.42	819.19	819.86	819.91	820.47
822.62	824.52	825.82	827.83	829.13	831.18
832.13	833.26	834.51	835.89	838.93	841.33
842.74	844.60	846.90	849.20	851.50	853.80
855.42	856.39	857.67	858.69	859.33	860.29
861.07	861.92	862.60	863.14	864.49	865.85
869.09	870.63	871.65	871.98	872.11	871.67
870.95	869.66	868.50	867.55	866.51	865.53
863.70	862.34	861.45	860.83	860.33	859.92
858.96	857.53	857.27	855.45	854.48	854.15
852.36	851.77	851.08	850.57	849.78	848.83
847.79	845.88	843.19	840.66	837.77	835.68
835.60	834.84	834.16	833.98	833.53	833.30
832.87	832.73	832.27	832.99	834.23	835.48
836.63	838.38	838.27	841.07	843.24	846.79
850.46	856.87	861.27	865.18	871.14	875.58
880.08	884.71	889.06	893.16	896.75	900.90
904.22	907.25	909.84	912.37	913.88	915.52
916.26	916.98	917.43	917.11	916.86	916.28
915.88	914.86	912.75	911.42	908.86	907.15
904.20	899.95	896.56	891.59	887.59	881.52
875.99	870.83	866.34	862.21	857.42	853.03
848.71	844.28	839.69	833.36	826.91	819.14
813.32	807.54	800.31	795.69	792.26	788.62
786.53	785.00	785.18	785.50	785.33	785.77
784.99	782.54	779.42	774.77	770.38	766.00
760.82	752.26	746.00	739.50	733.00	730.09
728.86	727.46	726.75	728.62	731.06	727.72
726.40	722.51	719.48	715.99	716.16	717.67
719.00	720.21	721.39	720.35	719.01	720.48
722.83	725.39	726.02	728.81	731.50	732.74
737.07	741.27	744.73	747.92	750.13	752.29
754.31	757.26	759.67	761.26	762.77	764.39
766.89	768.69	771.10	773.82	776.84	779.89
783.16	785.80	788.77	791.96	794.39	797.37
800.74	803.21	806.53	809.34	813.00	815.92
818.01	820.94	823.92	826.75	829.72	831.66
835.10	836.69	837.90	839.44	842.27	843.72
845.09	846.89	848.85	849.99	851.69	852.93
853.97	855.30	856.62	857.82	859.53	860.34
861.82	862.94	864.04	865.40	867.00	868.19
870.24	872.32	873.92	875.01	876.64	878.87
881.25	884.80	888.20	890.89	893.17	894.24
894.20	893.81	893.27	893.03	891.78	890.31
889.51	888.15	885.47	883.02	881.16	879.59
878.38	877.08	876.48	875.97	875.48	874.82
873.44	872.18	871.06	869.71	868.99	868.19
867.31	864.97	863.79	860.38	858.85	857.73
856.01	853.22	850.50	848.46	846.30	843.92
841.47	839.81	837.39	835.46	834.03	831.57
830.46	828.33	825.57	823.79	821.58	818.77
816.12	814.26	811.63	808.70	806.65	804.25
800.37	797.92	794.70	790.53	786.08	781.64
776.56	770.79	765.02	759.25	756.28	753.29
750.30	747.31	742.81	740.56	738.11	735.50
734.02	732.76	731.36	731.28	731.00	731.56
731.75	732.98	734.60	735.63	734.02	733.62
732.98	734.69	736.90	737.42	742.84	749.94
755.36	756.28	755.59	754.93	755.04	756.16
757.24	759.04	761.46	763.66	765.41	767.58
769.89	772.56	775.00	777.21	780.40	782.34
784.78	787.17	790.68	793.38	796.20	797.89
801.29	803.07	804.94	806.91	810.19	811.48
812.85	814.80	816.40	818.04	819.57	820.93
822.16	823.94	825.06	827.15	828.50	830.88
833.06	835.28	839.90	842.47	842.69	845.86
848.68	850.68	851.83	852.93	853.77	854.05
852.68	849.97	848.05	846.64	844.90	842.18
840.54	837.29	832.84	828.39	825.48	821.53
818.14	815.50	813.70	811.14	808.66	806.52
801.50	795.64	789.61	785.37	781.24	780.77
780.63	779.10	775.61	772.16	765.97	761.61
753.60	747.41	741.82	734.96	730.41	725.91
721.08	719.11	719.35	722.86	723.27	722.43
721.48	722.13	719.63	716.71	713.33	718.44
723.02	722.92	725.38	726.60	729.18	729.88
729.08	730.03	733.28	737.05	740.25	743.82
745.59	745.63	746.58	750.54	753.54	755.70
757.46	758.76	761.22	762.30	763.68	764.05
764.48	764.41	764.98	766.58	767.87	767.87
769.66	770.91	772.27	774.03	774.10	775.76
775.86	778.00	780.83	782.25	782.73	782.84
782.62	780.63	777.38	774.44	771.76	770.23
768.81	766.01	763.55	761.89	760.18	756.81
752.98	750.44	747.83	742.69	740.87	739.33
735.13	733.46	731.66	728.87	726.65	725.67
724.78	726.76	729.90	731.30	731.41	731.44
732.57	733.41	732.75	735.70	739.22	741.39
744.62	747.82	750.10	753.06	756.18	758.84
761.25	762.53	764.08	764.98	766.24	767.31
768.52	770.45	773.54	776.44	779.58	781.17
783.02	784.97	786.62	787.26	787.81	787.10
787.28	786.76	786.38	784.19	782.02	780.24
778.41	777.51	777.81	777.55	775.43	774.09
772.25	772.12	770.99	769.00	767.01	766.17
765.05	762.57	759.23	756.57	754.35	752.35
750.36	747.82	746.64	744.46	744.19	744.46
745.14	745.86	746.57	747.29	744.80	742.94
742.33	741.87	741.68	741.05	740.55	738.74
738.92	739.60	740.12	741.07	742.54	745.73
748.36	753.03	754.37	756.51	760.31	762.82
765.31	766.80	768.78	770.62	773.51	775.00
779.89	783.28	785.39	787.41	788.38	789.58
790.47	789.16	787.23	785.50	780.92	777.08
774.43	767.74	762.75	757.15	750.52	743.31
735.82	730.77	726.56	722.74	722.07	723.50
724.83	726.06	726.73	726.87	722.76	720.91
721.55	719.86	718.46	716.84	715.24	719.32
722.63	724.39	726.33	726.88	727.14	727.12
728.85	731.48	733.59	733.88	733.42	733.77
734.82	734.21	737.69	741.17	740.59	739.40
740.52	740.53	739.04	738.47	738.27	737.88
737.92	737.97	738.01	738.65	738.38	738.64
737.59	737.76	739.71	739.39	738.04	738.89
740.88	742.43	744.10	744.95	747.20	747.83
748.47	749.10	749.73	749.77	749.97	750.17
750.36	750.56	750.76	751.94	752.58	753.08
753.86	755.04	757.25	760.05	762.75	764.94
767.18	768.89	771.83	773.09	772.73	772.56
773.06	772.76	771.23	767.97	765.37	762.78
761.74	760.71	756.79	754.46	752.35	751.69
750.62	749.67	747.47	745.31	742.02	739.36
735.07	731.94	727.75	724.41	722.19	719.92
717.52	716.63	715.86	716.13	716.79	717.24
717.82	718.04	718.43	718.65	718.58	718.35
718.28	718.13	718.07	718.01	718.02	717.90
717.84	717.75	717.60	717.42	717.39	717.27
717.12	716.84	716.28	716.00	715.84	715.77
715.52	715.35	714.88	714.54	714.17	713.91
713.70	713.47	712.57	711.25	707.86	704.86
701.91	698.29	696.30	693.02	688.23	682.90
677.64	673.71	669.18	665.39	661.17	656.21
652.47	648.40	643.04	637.47	631.20	624.58
618.29	611.88	604.05	597.24	589.34	580.87
572.29	565.20	557.68	550.42	544.02	537.32
531.42	525.60	519.75	514.03	509.56	504.26
498.45	493.98	489.49	485.03	482.35	477.34
472.44	465.34	458.54	453.18	447.20	441.97
436.26	430.54	426.02	421.12	416.51	410.32
403.97	396.32	390.54	384.62	377.88	371.50
365.36	359.01	354.06	348.18	343.83	340.51
336.27	333.05	329.07	326.93	325.88	325.05
324.32	323.50	322.44	322.14	324.07	327.71
331.15	334.97	337.71	341.01	344.61	348.61
352.07	355.61	358.90	361.65	364.76	367.31
369.31	371.70	374.22	376.12	377.81	379.84
381.73	383.77	385.46	386.92	389.45	393.46
397.50	402.31	406.27	410.34	415.39	421.66
427.46	433.10	438.60	444.59	450.63	455.44
461.12	466.77	470.98	476.02	480.78	485.07
488.38	493.52	498.86	503.94	509.88	514.99
519.83	524.53	530.34	535.79	541.93	546.55
550.95	556.37	560.64	564.54	569.19	574.21
578.07	583.30	588.26	592.52	597.02	602.21
606.34	611.63	616.94	620.79	624.84	629.59
633.69	638.00	642.59	647.20	651.88	656.19
659.98	663.12	668.12	672.12	676.03	680.18
683.45	686.19	690.02	691.98	695.61	698.51
699.61	701.39	703.82	705.56	705.87	707.41
707.33	707.17	707.00	707.10	706.91	707.44
709.14	710.53	714.00	715.58	715.54	718.74
720.32	721.89	722.78	725.93	726.66	727.11
727.56	726.77	728.46	728.91	734.23	735.52
736.20	736.21	736.00	735.13	734.25	733.60
736.26	738.99	741.57	741.43	741.85	741.81
742.15	742.12	743.06	744.71	747.18	749.73
749.48	746.57	744.83	743.75	741.85	739.65
738.82	739.32	740.62	743.14	744.54	747.63
749.49	751.53	752.20	755.61	757.94	759.36
763.27	767.18	767.93	767.30	766.82	766.97
767.12	767.50	767.87	768.25	768.62	769.00
768.04	768.20	768.35	765.39	761.00	758.52
757.89	756.79	752.44	746.07	740.37	736.51
732.60	730.42	727.96	725.95	723.20	721.33
719.64	718.43	717.21	716.10	714.41	713.96
711.32	709.90	710.48	711.28	712.47	713.87
715.30	716.76	718.14	720.52	723.68	728.80
731.15	733.09	735.30	735.41	734.36	732.19
729.90	728.77	728.47	727.74	729.57	732.59
734.13	736.00	737.21	744.26	751.54	753.23
756.90	757.30	756.59	755.16	752.25	752.79
755.01	763.63	767.81	768.42	766.79	763.18
762.74	759.19	765.36	766.43	767.83	768.42
770.82	774.14	777.59	779.42	781.76	783.46
784.58	785.73	786.62	788.56	791.11	792.84
794.00	794.69	795.27	795.76	796.21	796.55
797.13	797.53	797.91	798.10	798.22	798.42
798.55	798.79	798.82	798.83	798.80	798.87
798.89	798.83	798.89	798.93	798.89	798.89
798.59	798.98	799.33	801.26	803.42	804.87
808.12	810.68	812.82	814.41	815.86	817.13
818.73	820.03	821.63	822.59	824.10	825.84
826.94	828.48	830.34	831.14	831.30	831.45
829.87	827.61	825.25	823.34	820.64	818.42
816.58	814.43	811.83	810.38	809.10	806.81
805.73	803.72	802.85	802.42	803.52	806.60
807.26	808.52	813.44	816.98	821.34	825.45
